Sample File	Sample Name	Panel	Marker	Dye	Allele 1	Allele 2	Size 1	Size 2	Height 1	Height 2	Peak Area 1	Peak Area 2	Data Point 1	Data Point 2	ADO	AE	OS	SHP	OBA	SPA	SP	BIN	PHR	LPH	SPU	AN	BD	XTLK	GQ	UD1	UD2	UD3	
H09_Null.fsa	Null	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	0.0				
H10_Null.fsa	Null	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	0.0				
H11_Null.fsa	Null	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	0.0				
H12_Null.fsa	Null	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	0.0				
A01_PRBI1.fsa	PRBI1	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
B02_PRBI10.fsa	PRBI10	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.47		33569		266575.0		4178		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
H02_PRBI109.fsa	PRBI109	AC1578,APY_45,APY_2,APY_55	AC1578	B	252	254	252.24	254.09	13645	14689	80839.0	86707.0	3950	3974	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
C02_PRBI11.fsa	PRBI11	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.63	250.45	20777	17786	128217.0	109471.0	4171	4194	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
F07_PRBI110.fsa	PRBI110	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.27	250.24	18435	15577	108801.0	89372.0	3755	3778	false	false	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4383				
B07_PRBI112.fsa	PRBI112	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
A11_PRBI113.fsa	PRBI113	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
C07_PRBI114.fsa	PRBI114	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.38		32510		235825.0		4129		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D07_PRBI115.fsa	PRBI115	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.23		32250		277599.0		4115		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
C01_PRBI116.fsa	PRBI116	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.46	250.4	15897	13478	92858.0	77830.0	3817	3840	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D05_PRBI117.fsa	PRBI117	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.35	250.24	31679	30014	208958.0	176047.0	3740	3762	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
C11_PRBI118.fsa	PRBI118	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.3		32543		239854.0		3818		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
E07_PRBI119.fsa	PRBI119	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.27		32281		221640.0		3737		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D02_PRBI12.fsa	PRBI12	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.52		20497		131802.0		4209		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
E08_PRBI120.fsa	PRBI120	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.18		32454		264159.0		3732		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
H07_PRBI121.fsa	PRBI121	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.47		32542		220411.0		3805		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
F09_PRBI122.fsa	PRBI122	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.24		30030		185403.0		3795		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
A10_PRBI123.fsa	PRBI123	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.29	250.24	27117	21807	159875.0	130598.0	3780	3803	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
E02_PRBI13.fsa	PRBI13	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.63	250.59	28522	24742	172155.0	149870.0	4194	4219	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
B02_PRBI137.fsa	PRBI137	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.38	250.39	30266	25258	179546.0	147076.0	3815	3839	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
G05_PRBI138.fsa	PRBI138	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
F02_PRBI14.fsa	PRBI14	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.64		28858		194623.0		4196		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
E07_PRBI146.fsa	PRBI146	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
A02_PRBI147.fsa	PRBI147	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.21		32411		276129.0		3814		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
B07_PRBI148.fsa	PRBI148	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.16		32399		255942.0		3749		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
A10_PRBI149.fsa	PRBI149	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.54	250.52	480	391	3093.0	2325.0	4149	4174	false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
G02_PRBI15.fsa	PRBI15	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	true	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0				
H08_PRBI150.fsa	PRBI150	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.54	250.4	27789	22973	168841.0	133657.0	3775	3797	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
F01_PRBI151.fsa	PRBI151	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.64	250.55	10495	9004	61229.0	52807.0	3853	3876	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
G12_PRBI152.fsa	PRBI152	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.57	250.47	28902	24034	175088.0	142982.0	3857	3880	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6939				
C07_PRBI153.fsa	PRBI153	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.27	250.24	20866	17294	125371.0	102053.0	3734	3757	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
H03_PRBI154.fsa	PRBI154	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.55		23950		150074.0		3816		false	false	0.0	0.0	0.0	1.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.4383				
H05_PRBI155.fsa	PRBI155	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.43		23199		151843.0		3909		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
E04_PRBI156.fsa	PRBI156	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.28	250.24	31435	26477	182967.0	152955.0	3780	3803	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
B04_PRBI157.fsa	PRBI157	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.24		32009		210360.0		3747		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D02_PRBI158.fsa	PRBI158	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.63	250.47	27308	22964	164329.0	138104.0	3827	3849	false	false	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4383				
C09_PRBI159.fsa	PRBI159	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.18	250.16	24207	19836	140906.0	114939.0	3721	3744	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
H02_PRBI16.fsa	PRBI16	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
C10_PRBI160.fsa	PRBI160	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.08		32376		234511.0		3736		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.771				
F07_PRBI161.fsa	PRBI161	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.38	250.37	31787	31533	225000.0	197262.0	4141	4166	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
A05_PRBI164.fsa	PRBI164	AC1578,APY_45,APY_2,APY_55	AC1578	B	252	254	252.18	253.97	19639	16641	122562.0	99444.0	3881	3904	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
E12_PRBI167.fsa	PRBI167	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.27		32477		253091.0		3857		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
G02_PRBI168.fsa	PRBI168	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.39		32346		302400.0		3867		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
G07_PRBI169.fsa	PRBI169	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.46		32542		234237.0		4137		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
A03_PRBI17.fsa	PRBI17	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.47	250.45	521	452	4818.0	3011.0	4148	4173	false	false	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.1561				
D09_PRBI170.fsa	PRBI170	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.26	250.24	12942	11078	77295.0	65680.0	3723	3746	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
H07_PRBI174.fsa	PRBI174	AC1578,APY_45,APY_2,APY_55	AC1578	B	?	250	232.03	250.52	6910	32440	43497.0	272174.0	3980	4208	false	false	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0281				
D01_PRBI175.fsa	PRBI175	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
A04_PRBI178.fsa	PRBI178	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		249.91		32219		263103.0		3768		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
B11_PRBI179.fsa	PRBI179	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.21		32335		298077.0		3808		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
B03_PRBI18.fsa	PRBI18	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.37	250.3	19426	15562	119303.0	94526.0	4115	4139	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D07_PRBI180.fsa	PRBI180	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.24		31459		194337.0		3780		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D03_PRBI181.fsa	PRBI181	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.36	250.16	27544	22870	168040.0	135105.0	3740	3761	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.974				
B08_PRBI183.fsa	PRBI183	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.18	250.16	7994	6497	46898.0	37934.0	3724	3747	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
A08_PRBI184.fsa	PRBI184	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.54		32524		248801.0		4120		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D10_PRBI185.fsa	PRBI185	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		249.91		32215		268542.0		3734		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6245				
F05_PRBI186.fsa	PRBI186	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
E10_PRBI188.fsa	PRBI188	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.08		32376		245507.0		3760		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
E02_PRBI189.fsa	PRBI189	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.65	250.54	22501	18909	135042.0	108778.0	3891	3914	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
C03_PRBI19.fsa	PRBI19	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.45	250.38	8693	7807	53225.0	47179.0	4119	4143	false	false	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4383				
B01_PRBI2.fsa	PRBI2	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
D03_PRBI20.fsa	PRBI20	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.38		22908		141953.0		4137		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.7889				
A06_PRBI209.fsa	PRBI209	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.32	250.23	26640	21884	164765.0	136873.0	3833	3856	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
F11_PRBI210.fsa	PRBI210	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.35		32355		302577.0		3712		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
B08_PRBI211.fsa	PRBI211	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
B06_PRBI213.fsa	PRBI213	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.27	250.08	24183	22622	145174.0	133504.0	3720	3741	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
D06_PRBI214.fsa	PRBI214	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.18	250.16	23288	19940	136576.0	116493.0	3736	3759	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
C12_PRBI215.fsa	PRBI215	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.39	250.31	24511	21429	146268.0	128990.0	3822	3845	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7889				
H11_PRBI216.fsa	PRBI216	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.63	250.55	23515	19959	142308.0	116399.0	3831	3854	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
E03_PRBI22.fsa	PRBI22	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.46	250.45	24947	21487	151984.0	130118.0	4143	4168	false	false	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3123				
G06_PRBI226.fsa	PRBI226	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.37	250.24	29458	26243	180469.0	157584.0	3794	3816	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
H10_PRBI227.fsa	PRBI227	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.55	250.47	20972	19237	127293.0	112219.0	3828	3851	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6939				
A07_PRBI228.fsa	PRBI228	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.52		32345		268686.0		3730		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
D11_PRBI229.fsa	PRBI229	AC1578,APY_45,APY_2,APY_55	AC1578	B	248		248.21		32394		286632.0		3809		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.6939				
F03_PRBI23.fsa	PRBI23	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.37		32424		228477.0		4157		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
B05_PRBI230.fsa	PRBI230	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.26	250.24	24571	20411	143203.0	119865.0	3724	3747	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
G08_PRBI231.fsa	PRBI231	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.36	250.32	30685	26321	181917.0	154542.0	3759	3782	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
F12_PRBI232.fsa	PRBI232	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.43	250.32	17453	15006	104544.0	87356.0	3709	3731	false	false	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8766				
B09_PRBI233.fsa	PRBI233	AC1578,APY_45,APY_2,APY_55	AC1578	B											false	false	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	1.0	-2.0	-2.0	0.0				
C08_PRBI234.fsa	PRBI234	AC1578,APY_45,APY_2,APY_55	AC1578	B	250		250.16		32363		241568.0		3758		false	false	0.0	0.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	0.0	0.0	0.0	0.8766				
F03_PRBI235.fsa	PRBI235	AC1578,APY_45,APY_2,APY_55	AC1578	B	248	250	248.45	250.32	17668	15116	106133.0	86860.0	3766	3788	false	false	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4383				
